"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ANUP","The Anup Engineering Limited","7(2)","PRAVIN N. BHAGWATI","Immediate relative","Equity Shares","22615","0.23",,"385","1234931","Buy","Equity Shares","23000","0.23","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","BSE","-","30-Mar-2024 18:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163322_1077756_30032024063517_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","PRAVIN N. BHAGWATI","Immediate relative","Equity Shares","21100","0.21",,"1515","4840858","Buy","Equity Shares","22615","0.23","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 18:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163322_1077756_30032024063517_WEB.xml"
"LOKESHMACH","Lokesh Machines Limited","7(2)","M LOKESWARA RAO","Promoters","Equity Shares","541820","2.93",,"306044","102922597","Buy","Equity Shares","847864","4.58","27-Mar-2024","27-Mar-2024","30-Mar-2024","Others","-","-","0","0","0","0","NA","-","30-Mar-2024 18:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163318_1077718_30032024060545_WEB.xml"
"POWERMECH","Power Mech Projects Limited","7(2)","GOGINENI BABU","Promoter Group","Equity Shares","13858","0.08",,"1000","4892116","Sell","Equity Shares","12858","0.08","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 17:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163316_1077693_30032024054731_WEB.xml"
"POWERMECH","Power Mech Projects Limited","7(2)","GOGINENI BABU","Promoter Group","Equity Shares","15958","0.1",,"2100","10049159","Sell","Equity Shares","13858","0.08","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 17:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163316_1077693_30032024054731_WEB.xml"
"POWERMECH","Power Mech Projects Limited","7(2)","SEKHAR BABU KODALI","Employees/Designated Employees","Equity Shares","3023","0.02",,"1000","4998801","Sell","Equity Shares","2023","0.01","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 17:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163316_1077693_30032024054731_WEB.xml"
"RAINBOW","Rainbow Childrens Medicare Limited","7(2)","Dr. Pranathi Subrahmanyam Maddirala","Employees/Designated Employees","Equity Shares","450095","0.44",,"4000","5003091","Sell","Equity Shares","446095","0.44","28-Mar-2024","28-Mar-2024","30-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 17:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163314_1077689_30032024054521_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Mayank Markanday","-","Equity Shares","27934","0",,"675","382725","Sell","Equity Shares","27259","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 17:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163312_1077673_30032024053356_WEB.xml"
"COOLCAPS","Cool Caps Industries Limited","7(2)","Rajeev Goenka","Promoters","Equity Shares","70250","0.61",,"500","219025","Buy","Equity Shares","70750","0.61","27-Mar-2024","27-Mar-2024","30-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163309_1077573_30032024041600_WEB.xml"
"COOLCAPS","Cool Caps Industries Limited","7(2)","Rajeev Goenka","Promoters","Equity Shares","70000","0.61",,"250","112775","Buy","Equity Shares","70250","0.61","23-Feb-2024","23-Feb-2024","30-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163309_1077573_30032024041600_WEB.xml"
"COOLCAPS","Cool Caps Industries Limited","7(2)","Purv Flexipack Limited","Promoters","Equity Shares","7153500","61.88",,"1500","685660","Buy","Equity Shares","7155000","61.89","26-Mar-2024","27-Mar-2024","30-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163309_1077573_30032024041600_WEB.xml"
"SASTASUNDR","Sastasundar Ventures Limited","7(2)","SANJAY AGARWAL","Employees/Designated Employees","Equity Shares","2500","0.01",,"1000","290168","Sell","Equity Shares","1500","0","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-Mar-2024 15:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163307_1077548_30032024035524_WEB.xml"
"LANDMARK","Landmark Cars Limited","7(2)","Surendra Agarwal","Employees/Designated Employees","Equity Shares","3000","0.01",,"1000","721943","Sell","Equity Shares","2000","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 13:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163305_1077374_30032024012005_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7659812","67.4",,"23000","3358000","Sell","Equity Shares","7636812","67.19","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163303_1077330_30032024125031_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7636812","67.19",,"22000","3124000","Sell","Equity Shares","7614812","67","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163303_1077330_30032024125031_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7636812","67.1",,"22000","3124000","Sell","Equity Shares","7614812","67","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163303_1077330_30032024125031_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7659812","67.4",,"23000","3358000","Sell","Equity Shares","7636812","67.19","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163303_1077330_30032024125031_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7636812","67.19",,"22000","3124000","Sell","Equity Shares","7614812","67","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163302_1077328_30032024124928_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7659812","67.4",,"23000","3358000","Sell","Equity Shares","7636812","67.19","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163302_1077328_30032024124928_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7636812","67.1",,"22000","3124000","Sell","Equity Shares","7614812","67","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163302_1077328_30032024124928_WEB.xml"
"UNIVASTU","Univastu India Limited","7(2)","PRADEEP KHANDAGALE","Promoters","Equity Shares","7659812","67.4",,"23000","3358000","Sell","Equity Shares","7636812","67.19","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163302_1077328_30032024124928_WEB.xml"
"GHCL","GHCL Limited","7(2)","Neelabh Dalmia","Promoters","Equity Shares","120600","0.13",,"1100","496574","Buy","Equity Shares","121700","0.13","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 12:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163301_1077310_30032024124321_WEB.xml"
"NAHARSPING","Nahar Spinning Mills Limited","7(2)","NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED","Promoter Group","Equity Shares","16599120","46.03",,"20000","5537775","Buy","Equity Shares","16619120","46.08","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-Mar-2024 11:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163298_1077217_30032024112636_WEB.xml"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","7(2)","Robust Marketing Services Private Limited","Promoters","Equity Shares","11035301","8.74",,"32000","15691760","Buy","Equity Shares","11067301","8.77","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 22:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163292_1077160_29032024102746_WEB.xml"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","7(2)","Robust Marketing Services Private Limited","Promoters","Equity Shares","11005301","8.72",,"30000","14642616","Buy","Equity Shares","11035301","8.74","22-Mar-2024","22-Mar-2024","27-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 22:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163290_1077157_29032024102418_WEB.xml"
"REFEX","Refex Industries Limited","7(2)","Anil Jain","Promoters","Equity Shares","750000","0.68",,"750000","97500000","Sell","Equity Shares","Nil","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 20:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163288_1077121_29032024082847_WEB.xml"
"REFEX","Refex Industries Limited","7(2)","Dimple Jain","Promoter Group","Equity Shares","488570","0.44",,"488570","63514100","Sell","Equity Shares","Nil","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 20:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163288_1077121_29032024082847_WEB.xml"
"REFEX","Refex Industries Limited","7(2)","Tarachand Jain","Promoters","Equity Shares","1711395","1.55",,"1711395","222481350","Sell","Equity Shares","Nil","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 20:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163288_1077121_29032024082847_WEB.xml"
"REFEX","Refex Industries Limited","7(2)","Ugamdevi Jain","Promoter Group","Equity Shares","2843565","2.57",,"2843565","369663450","Sell","Equity Shares","Nil","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 20:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163288_1077121_29032024082847_WEB.xml"
"REFEX","Refex Industries Limited","7(2)","SHERISHA TECHNOLOGIES PRIVATE LIMITED (Formerly known as SunEdison Energy India Private Limited)","Promoters","Equity Shares","53154555","48.03",,"5793530","753158900","Buy","Equity Shares","58948085","53.27","27-Mar-2024","27-Mar-2024","28-Mar-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Mar-2024 20:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163288_1077121_29032024082847_WEB.xml"
"SMARTLINK","Smartlink Holdings Limited","7(2)","KAMALAKSHA RAMA NAIK","Promoters","Equity Shares","4945214","49.58",,"715","121556","Buy","Equity Shares","4945929","49.58","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","BSE","-","29-Mar-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163287_1077100_29032024080100_WEB.xml"
"SMARTLINK","Smartlink Holdings Limited","7(2)","KAMALAKSHA RAMA NAIK","Promoters","Equity Shares","4945929","49.58",,"4854","825218","Buy","Equity Shares","4950783","49.63","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163287_1077100_29032024080100_WEB.xml"
"SMARTLINK","Smartlink Holdings Limited","7(2)","KAMALAKSHA RAMA NAIK","Promoters","Equity Shares","4943260","49.56",,"1954","331075","Buy","Equity Shares","4945214","49.58","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163287_1077100_29032024080100_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","Albertus Martinus Hooyman","Employees/Designated Employees","Equity Shares","152","0",,"5000","2500000","Buy","Equity Shares","5152","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163285_1077092_29032024075504_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","ELANGO R","Employees/Designated Employees","Equity Shares","39032","0.02",,"18000","9000000","Buy","Equity Shares","57032","0.03","27-Mar-2024","27-Mar-2024","29-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163285_1077092_29032024075504_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","ANIL SANAN","Employees/Designated Employees","Equity Shares","32725","0.01",,"10046","5224900","Buy","Equity Shares","42771","0.02","27-Mar-2024","27-Mar-2024","29-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163285_1077092_29032024075504_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","SALLY ELSE","Employees/Designated Employees","Equity Shares","323","0",,"20000","13000000","Buy","Equity Shares","20323","0.01","27-Mar-2024","27-Mar-2024","29-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163285_1077092_29032024075504_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","SALLY ELSE","Employees/Designated Employees","Equity Shares","Nil","0",,"323","3230","Buy","Equity Shares","323","0","07-Feb-2024","07-Feb-2024","29-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163285_1077092_29032024075504_WEB.xml"
"IFBIND","IFB Industries Limited","7(2)","Preombada Nag","Promoter Group","Equity Shares","131902","0.33",,"157869","0","Buy","Equity Shares","289771","0.72","27-Mar-2024","27-Mar-2024","27-Mar-2024","Others","-","-","0","0","0","0","-","-","29-Mar-2024 19:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163283_1077069_29032024073521_WEB.xml"
"INOXGREEN","Inox Green Energy Services Limited","7(2)","Inox Wind Limited","Promoters","Equity Shares","163608625","55.72",,"4200000","502110000","Pledge","Equity Shares","163608625","55.72","26-Mar-2024","26-Mar-2024","28-Mar-2024","Pledge Creation","-","-","0","0","0","0","NA","-","29-Mar-2024 19:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163279_1077060_29032024072408_WEB.xml"
"MDL","Marvel Decor Limited","7(2)","Dipak Ramniklal Paun","Promoters","Equity Shares","1345805","7.9",,"39775","0","Sell","Equity Shares","1306030","7.66","27-Mar-2024","27-Mar-2024","29-Mar-2024","Gift","-","-","0","0","0","0","NSE","-","29-Mar-2024 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163278_1077057_29032024072347_WEB.xml"
"MDL","Marvel Decor Limited","7(2)","Ashok Ramniklal Paun","Promoters","Equity Shares","9195295","53.96",,"20000","1923000","Buy","Equity Shares","9215295","54.08","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163278_1077057_29032024072347_WEB.xml"
"MDL","Marvel Decor Limited","7(2)","Ashok Ramniklal Paun","Promoters","Equity Shares","9215295","54.08",,"39775","0","Buy","Equity Shares","9255070","54.31","27-Mar-2024","27-Mar-2024","29-Mar-2024","Gift","-","-","0","0","0","0","NSE","-","29-Mar-2024 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163278_1077057_29032024072347_WEB.xml"
"MDL","Marvel Decor Limited","7(2)","Dipak Ramniklal Paun","Promoters","Equity Shares","1365805","8.02",,"20000","1923000","Sell","Equity Shares","1345805","7.9","27-Mar-2024","27-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 19:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163278_1077057_29032024072347_WEB.xml"
"SPECTRUM","Spectrum Electrical Industries Limited","7(2)","KALPANA CHANDRKANT RANE","Promoter Group","Equity Shares","518640","3.32",,"2000","0","Sell","Equity Shares","516640","3.31","27-Mar-2024","27-Mar-2024","28-Mar-2024","Off Market","-","-","0","0","0","0","NSE","-","29-Mar-2024 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163276_1077041_29032024071814_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Ankit Agrawal","Employees/Designated Employees","Equity Shares","220","0",,"100","526450","Sell","Equity Shares","120","0","27-Mar-2024","27-Mar-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Rishi Gupta","Employees/Designated Employees","Equity Shares","4200","0",,"600","3209400","Sell","Equity Shares","3600","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Nitin Bansal","Employees/Designated Employees","Equity Shares","9226","0.01",,"2000","10880000","Sell","Equity Shares","7226","0.01","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Niraj Seth","Employees/Designated Employees","Equity Shares","5031","0",,"400","2245500","Sell","Equity Shares","4631","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Vivek Aggarwal","Employees/Designated Employees","Equity Shares","3359","0",,"1150","6350041","Sell","Equity Shares","2209","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Niraj Seth","Employees/Designated Employees","Equity Shares","6031","0",,"1000","5319400","Sell","Equity Shares","5031","0","27-Mar-2024","27-Mar-2024","27-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163272_1076993_29032024065653_WEB.xml"
"KHADIM","Khadim India Limited","7(2)","Siddhartha Roy Burman","Promoters","Equity Shares","1465149","8.15",,"164384","60000160","Buy","Equity Shares","1629533","8.99","28-Mar-2024","28-Mar-2024","29-Mar-2024","Preferential Offer","-","-","0","0","0","0","NA","-","29-Mar-2024 18:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163271_1076970_29032024064318_WEB.xml"
"VIPIND","VIP Industries Limited","7(2)","Atish Uday Kulkarni","-","Equity Shares","6974","0",,"3500","1846100","Sell","Equity Shares","3474","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163269_1076956_29032024063319_WEB.xml"
"VIPIND","VIP Industries Limited","7(2)","Abhishek Parashar","-","Equity Shares","8580","0",,"2200","1144176","Sell","Equity Shares","6380","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163269_1076956_29032024063319_WEB.xml"
"VIPIND","VIP Industries Limited","7(2)","Praful Gupta","-","Equity Shares","16903","0",,"3140","1592400","Sell","Equity Shares","13763","0","21-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163269_1076956_29032024063319_WEB.xml"
"VIPIND","VIP Industries Limited","7(2)","Sunil Kolhe","-","Equity Shares","29542","0",,"1816","931584","Sell","Equity Shares","27726","0","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163269_1076956_29032024063319_WEB.xml"
"EUROBOND","Euro Panel Products Limited","7(2)","DIVYA PLY AGENCY PRIVATE LIMITED","Promoter Group","Equity Shares","425000","1.73",,"140000","22892800","Buy","Equity Shares","565000","2.31","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163267_1076942_29032024062941_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","HARMONY ESTATES PVT LTD","Promoter Group","Equity Shares","47267491","56.6",,"50000","2693000","Buy","Equity Shares","47317491","56.66","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163265_1076913_29032024062212_WEB.xml"
"INOXWIND","Inox Wind Limited","7(2)","Inox Wind Energy Limited","Promoters","Equity Shares","125268372","38.43",,"1050000","530145000","Pledge","Equity Shares","125268372","38.43","26-Mar-2024","26-Mar-2024","28-Mar-2024","Pledge Creation","-","-","0","0","0","0","NA","-","29-Mar-2024 18:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163262_1076894_29032024061622_WEB.xml"
"MANGLMCEM","Mangalam Cement Limited","7(2)","VIDULA CONSULTANCY SERVICES LIMITED","Promoter Group","Equity Shares","3427720","12.47",,"23700","17323763","Buy","Equity Shares","3451420","12.55","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163260_1076874_29032024061230_WEB.xml"
"EMMBI","Emmbi Industries Limited","7(2)","Krishnan Subramanian","Director","Equity Shares","34150","0.19",,"12650","1162163","Sell","Equity Shares","21500","0.12","29-Mar-2024","29-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163258_1076867_29032024061118_WEB.xml"
"IONEXCHANG","ION Exchange (India) Limited","7(2)","Mahabir Prasad Patni","Promoter Group","Equity Shares","7203474","4.91",,"25000","12622108","Sell","Equity Shares","7178474","4.89","26-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163255_1076842_29032024060357_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","S R C Prasad","Employees/Designated Employees","Equity Shares","1200","0",,"1200","1867185","Sell","Equity Shares","Nil","0","13-Mar-2024","13-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Parmeshwar Bang","Employees/Designated Employees","Equity Shares","10960","0.01",,"1000","1637278","Pledge Revoke","Equity Shares","10960","0.01","27-Mar-2024","28-Mar-2024","29-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Pradeep Kumar Singh","Employees/Designated Employees","Equity Shares","11410","0.01",,"3410","5558300","Pledge Revoke","Equity Shares","11410","0.01","27-Mar-2024","27-Mar-2024","28-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Amarendra Kumar","Employees/Designated Employees","Equity Shares","1240","0",,"1240","1981278","Sell","Equity Shares","Nil","0","18-Mar-2024","18-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr. Deepak Gheewala","Employees/Designated Employees","Equity Shares","1120","0",,"500","845000","Sell","Equity Shares","620","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163253_1076835_29032024060151_WEB.xml"
